ZoneDist1,BldgClass,YearBuilt,BBL,APPBBL
R8,H8,1926,1019940057,0
R8,V1,0,1019940059,0
R8,D1,1926,1019940060,0
R8,D1,1941,1019940062,0
R8,D1,1905,1019940066,0
R8,D1,1912,1019940069,0
R8,D7,1925,1019940072,0
R8,D7,1925,1019940081,0
R8,D1,1926,1019940084,0
R8,D1,1926,1019940088,0
R8,D1,1926,1019940093,0
R8,D4,1926,1019950001,0
R8,D4,1926,1019950005,0
R8,D4,1926,1019950010,0
R8,D7,1907,1019950016,0
R8,K5,1980,1019950026,0
C6-1,W6,2016,1019950031,0
C6-1,W6,2016,1019950035,0
R8,K1,1920,1019950040,0
R8,W6,1934,1019950044,0
R8,D3,1968,1019950053,0
R8,D3,1964,1019950063,0
R8,D4,1910,1019950077,0
R8,RM,1926,1019957501,1019950019
C6-1,K1,1920,1019960001,0
C6-1,V1,0,1019960014,1019960014
C6-1,W6,2014,1019960023,1019960023
C6-1,V1,0,1019960056,0
C6-1,V1,0,1019960061,0
C6-1,V1,0,1019970001,1019970001
C6-1,V1,0,1019980001,0
C6-1,V1,0,1019980003,0
C6-1,G1,1930,1019980006,0
C6-1,G1,1926,1019980010,0
C6-1,G1,1940,1019980013,0
C6-1,F2,1930,1019980016,0
C6-1,O5,1924,1019980017,0
C6-1,V1,0,1019980024,0
C6-1,V1,0,1019980026,0
C6-1,E7,1920,1019980029,0
C6-1,C1,1905,1019980038,0
C6-1,U2,0,1019980049,0
C6-1,G9,1910,1019980057,0
C6-1,G9,1912,1019980061,0
C6-1,T9,1989,1019990001,1019990001
C6-1,C7,1901,1019990029,0
C6-1,C4,1901,1019990030,0
C6-1,C4,1901,1019990031,0
C6-1,C4,1901,1019990032,0
C6-1,C4,1920,1019990033,0
C6-1,D7,1905,1019990036,0
C6-2,E7,1928,1020010001,0
C6-2,V1,0,1020010002,0
R8,W1,1975,1020010005,0
R8,C1,1926,1020010038,0
R8,C1,1926,1020010050,0
R8,D1,1926,1020010055,0
R8,D1,1926,1020010058,0
C6-2,D4,1926,1020010060,0
C6-2,L8,1920,1020010100,0
C6-2,E1,1953,1020010110,0
C6-2,E7,1925,1020010120,0
R8,D3,1975,1020019005,0
R8,D1,1930,1020020002,0
R8,D1,1930,1020020011,0
R8,C1,1905,1020020014,0
R8,C1,1905,1020020017,0
R8,C1,1905,1020020019,0
R8,C1,1905,1020020021,0
R8,C1,1905,1020020022,0
R8,C1,1905,1020020024,0
R8,C1,1905,1020020026,0
R8,D7,1906,1020020033,0
R8,D7,1926,1020020034,0
R8,C1,1905,1020020039,0
R8,C6,1905,1020020040,0
R8,C6,1905,1020020041,0
R8,D4,1926,1020020042,0
R8,D7,1926,1020020050,0
R8,D1,1905,1020020052,0
R8,D1,1905,1020020055,0
R8,D4,1905,1020020057,0
R8,D1,1915,1020020061,0
R8,D1,1920,1020020067,0
R8,D1,1905,1020020069,0
R8,C1,1905,1020020073,0
R8,C1,1910,1020020075,0
R8,C1,1908,1020020077,0
R8,C1,1908,1020020079,0
R8,C6,1905,1020020089,0
R8,C1,1905,1020020091,0
R8,C1,1905,1020020093,0
R8,C1,1905,1020020095,0
R8,C1,1940,1020020097,0
R8,D1,1926,1020020101,0
M1-1,V1,0,1020040001,0
M1-2,K1,1914,1020040008,0
M1-2,K2,1926,1020040012,0
M1-2,O2,1920,1020040040,0
M1-2,O2,1920,1020040042,0
M1-2,G7,0,1020040046,0
M1-2,G7,0,1020040050,0
M1-1,T2,0,1020040056,0
M1-2,G7,0,1020040065,0
M1-2,G7,0,1020040068,0
M1-2,G7,0,1020040071,0
M1-2,K2,1940,1020040072,0
M1-1,V9,0,1020040092,0
M1-2,K2,1938,1020040102,1020040102
M1-2,G7,0,1020040171,0
PARK,Q0,0,1020050008,0
M1-2,E1,1910,1020050009,0
M1-2,K2,1910,1020050012,0
M1-1,V9,0,1020050024,0
PARK,Q1,1939,1020050027,0
M1-2,E1,2002,1020050032,0
R7-2,HR,1931,1020060007,1020060006
R7-2,D1,1930,1020060011,0
R7-2,C4,1935,1020060014,0
R7-2,C1,1910,1020060015,0
R7-2,C1,1910,1020060016,0
R7-2,C4,1910,1020060017,0
R7-2,V1,0,1020060018,0
R7-2,V1,0,1020060019,0
R7-2,C4,1910,1020060020,0
R7-2,C1,1910,1020060022,1020060022
R7-2,C1,1910,1020060024,0
R7-2,C1,1910,1020060025,0
R7-2,C1,1910,1020060027,0
R7-2,C1,1910,1020060028,0
R7-2,C7,1910,1020060029,0
R7-2,C7,1910,1020060030,1020060030
R7-2,C7,1910,1020060036,1020060036
R7-2,C1,1910,1020060037,0
R7-2,C1,1910,1020060038,0
R7-2,D1,1920,1020060042,0
R7-2,D1,1937,1020060045,0
R7-2,D4,1930,1020060049,0
R7-2,M1,1922,1020060052,0
R7-2,D7,2015,1020060061,1020060061
R7-2,R4,2011,1020067501,1020060040
R7-2,C7,1915,1020070001,0
R7-2,D7,1920,1020070002,0
R7-2,N2,1910,1020070006,1020070006
R7-2,C1,1910,1020070009,0
R7-2,C7,1910,1020070010,1020070010
R7-2,Q9,0,1020070013,0
R7-2,Q9,0,1020070014,0
R7-2,C4,1910,1020070015,0
R7-2,G7,0,1020070016,0
R7-2,G7,0,1020070017,0
R7-2,G7,0,1020070018,0
R7-2,C4,1935,1020070020,0
R7-2,C4,1910,1020070021,0
R7-2,V1,0,1020070022,0
R7-2,C4,1910,1020070023,0
R7-2,V1,0,1020070024,0
R7-2,C4,1915,1020070025,0
R7-2,C4,1910,1020070026,0
R7-2,V1,0,1020070027,0
R7-2,C4,1910,1020070028,0
R7-2,D7,1910,1020070036,0
R7-2,C4,1900,1020070039,0
R7-2,C4,1910,1020070041,0
R7-2,C4,1910,1020070042,0
R7-2,C4,1910,1020070043,0
R7-2,Q9,0,1020070044,0
R7-2,C4,1910,1020070045,0
R7-2,C4,1910,1020070046,0
R7-2,C4,1910,1020070047,0
R7-2,C4,1910,1020070048,0
R7-2,C4,1910,1020070049,0
R7-2,C4,1910,1020070050,0
PARK,Q9,0,1020070052,0
PARK,Q2,0,1020070053,0
R7-2,C1,1910,1020070054,0
R7-2,C4,1910,1020070055,0
R7-2,C4,1910,1020070056,0
R7-2,C1,1910,1020070057,0
R7-2,C4,1910,1020070058,0
R7-2,C4,1910,1020070059,0
R7-2,D7,1910,1020070061,0
R7-2,RM,1910,1020077501,1020070029
R7-2,RM,2008,1020077502,1020070062
R7-2,K5,1982,1020080001,0
R7-2,C4,1927,1020080006,0
R7-2,D9,1939,1020080013,1020080013
PARK,Q2,0,1020080026,1020080013
PARK,Q1,1944,1020080029,0
R7-2,D3,2005,1020080053,0
R7-2,N2,1924,1020080057,0
R7-2,V1,0,1020080061,0
R7-2,C4,1910,1020090001,0
R7-2,C4,1910,1020090003,0
R7-2,C4,1910,1020090004,0
R7-2,M1,1960,1020090006,0
R7-2,D1,1903,1020090008,0
R7-2,D1,1903,1020090012,0
R7-2,D1,1903,1020090018,0
R7-2,D1,1903,1020090023,0
R7-2,D7,1920,1020090029,0
R7-2,D4,1920,1020090033,0
C6-9,Z9,0,1000560015,0
C6-9,V1,0,1000560020,0
C6-9,Z9,0,1000560021,0
C6-4,O4,2009,1000580001,0
C5-5,RB,1973,1000627501,1000620001
C5-5,K4,1920,1000630001,0
C5-5,O4,1973,1000630003,0
C5-5,K3,1935,1000630006,0
C5-5,O6,1921,1000630012,0
C5-5,U0,0,1000630013,0
C5-5,K2,1980,1000630015,0
C5-5,D7,1920,1000630016,0
C5-5,K4,1920,1000630017,0
C5-5,K2,1920,1000630018,0
C5-5,K2,1920,1000630019,0
C5-5,K2,1920,1000630020,0
C5-5,K2,1920,1000630021,0
C5-5,H2,2006,1000640001,0
C5-5,K1,1900,1000640002,0
C5-5,K4,1925,1000640004,0
C5-5,S3,1900,1000640005,0
C5-5,O5,1900,1000640007,0
C5-5,D4,1911,1000640008,0
C5-5,O2,1901,1000640009,0
C5-5,O4,1924,1000640012,0
C5-5,O6,1908,1000640015,0
C5-5,V1,0,1000640020,0
C5-5,K9,0,1000640021,0
C5-5,D7,1900,1000640023,0
C5-5,S4,1900,1000640024,0
C5-5,S4,1900,1000640025,0
C5-5,V1,0,1000640106,0
C5-5,RM,1920,1000647501,1000640010
C5-5,RC,1903,1000647502,1000640016
C5-5,K9,1920,1000650002,0
C5-5,K2,1965,1000650004,0
C5-5,D6,1900,1000650006,0
C5-5,O4,1908,1000650007,0
C5-5,D5,1900,1000650010,0
C5-5,O6,1900,1000650016,0
C5-5,D4,1927,1000650017,0
C5-5,D6,1900,1000650020,0
C5-5,S3,1920,1000650022,0
C5-5,H2,1952,1000650024,0
C5-5,RM,1920,1000657501,0
C5-5,RC,2013,1000657502,1000650019
C5-5,O3,1922,1000660001,0
C5-5,O4,1965,1000670001,0
C5-5,O4,1986,1000670023,0
R7-2,D1,1903,1020090039,0
R7-2,C1,1910,1020090044,0
R7-2,C5,1910,1020090045,0
R7-2,C4,1910,1020090046,0
R7-2,C1,1910,1020090047,1020090047
R7-2,C4,1910,1020090052,0
R7-2,C4,1910,1020090053,0
R7-2,D9,1920,1020090054,0
R7-2,C7,1903,1020090061,0
R7-2,C4,1910,1020090062,0
R7-2,C4,1910,1020090063,0
R7-2,C4,1910,1020090064,0
R7-2,D7,1920,1020100001,0
R7-2,D9,1920,1020100003,0
R7-2,D1,1910,1020100006,0
R7-2,D1,1910,1020100011,0
R7-2,D1,1910,1020100018,0
R7-2,C1,1926,1020100021,0
R7-2,D4,1920,1020100024,0
R7-2,C7,1910,1020100028,0
R7-2,C7,1910,1020100030,0
R7-2,C7,1910,1020100033,0
R7-2,C7,1915,1020100034,0
R7-2,C7,1910,1020100036,0
R7-2,C1,1920,1020100038,1020100038
R7-2,C1,1920,1020100039,1020100038
R7-2,D1,1910,1020100042,0
R7-2,D1,1998,1020100050,0
R7-2,D1,1921,1020100054,0
R7-2,D7,1910,1020100061,0
R7-2,C7,1910,1020100063,0
R7-2,C7,1910,1020100064,0
R7-2,D1,1910,1020110001,0
R7-2,Q2,0,1020110007,0
R7-2,Q2,0,1020110008,0
R7-2,C4,1900,1020110009,1020110009
R7-2,C4,1910,1020110011,0
R7-2,C4,1910,1020110013,0
R7-2,C4,1910,1020110014,0
R7-2,C4,1910,1020110015,0
R7-2,C6,1920,1020110016,0
R7-2,C1,1920,1020110018,0
R7-2,C1,1920,1020110020,0
R7-2,C1,1920,1020110022,0
R7-2,C1,1920,1020110023,0
R7-2,C1,1920,1020110025,0
R7-2,C1,1920,1020110026,0
R7-2,C7,1920,1020110029,0
R7-2,C7,1920,1020110031,0
R7-2,C7,1920,1020110033,0
R7-2,C7,1920,1020110034,0
R7-2,C7,1920,1020110036,0
R7-2,D1,1920,1020110038,0
R7-2,V1,0,1020110048,0
R7-2,C1,1910,1020110050,0
R7-2,C1,1915,1020110052,1020110052
R7-2,C1,1915,1020110053,1020110052
R7-2,C1,1912,1020110055,1020110052
R7-2,D1,1915,1020110057,1020110057
R7-2,C7,1920,1020110061,0
R7-2,C7,1920,1020110063,0
R7-2,RM,2008,1020117501,1020110012
R7-2,C7,1920,1020120001,0
R7-2,C7,1920,1020120003,0
R7-2,C1,1920,1020120006,0
R7-2,C1,1920,1020120008,0
R7-2,Q2,0,1020120009,0
R7-2,C1,1920,1020120011,0
R7-2,D3,2005,1020120012,0
R7-2,C1,1910,1020120014,0
R7-2,C1,1920,1020120015,0
R7-2,C1,1920,1020120017,0
R7-2,C1,1920,1020120018,0
R7-2,C1,1920,1020120020,0
R7-2,C1,1920,1020120022,0
R7-2,G7,0,1020120023,0
R7-2,P5,1993,1020120025,1020120025
R7-2,C7,1920,1020120029,0
R7-2,M1,1930,1020120038,0
R7-2,C4,1920,1020120039,0
R7-2,C4,1920,1020120041,0
R7-2,C4,1920,1020120042,0
R7-2,C4,1920,1020120044,0
R7-2,D1,1910,1020120045,0
R7-2,C1,1920,1020120051,0
R7-2,C1,1920,1020120052,0
R7-2,C1,1920,1020120054,0
R7-2,C1,1920,1020120056,0
R7-2,C1,1920,1020120057,0
R7-2,C4,1920,1020120058,0
R7-2,C7,1920,1020120061,0
R7-2,C7,1920,1020120063,0
R7-2,C7,1920,1020120064,0
C4-4D,K7,1922,1020130001,0
C4-4D,K2,1950,1020130003,0
R7-2,M1,1960,1020130006,0
R7-2,N2,1928,1020130009,0
R7-2,C1,1920,1020130012,0
R7-2,C1,1920,1020130014,0
R7-2,C1,1928,1020130016,0
R7-2,C1,1920,1020130018,0
R7-2,C1,1910,1020130020,0
R7-2,C1,1922,1020130022,0
R7-2,C1,1922,1020130024,0
R7-2,C1,1922,1020130026,0
R7-2,K4,1920,1020130029,0
C8-3,K4,1920,1020130033,0
C8-3,K1,1972,1020130038,0
C8-3,G5,1972,1020130044,0
C8-3,G4,1961,1020130050,0
C4-4D,K4,1920,1020130061,0
R7-2,C7,1910,1020140001,0
R7-2,C7,1910,1020140003,0
C8-3,C7,1910,1020140006,0
C8-3,C7,1915,1020140008,0
C8-3,C7,1910,1020140010,0
C8-3,C7,1910,1020140011,0
C8-3,C7,1910,1020140013,0
C8-3,C1,1926,1020140014,0
C8-3,C1,1926,1020140016,0
C8-3,C1,1920,1020140018,0
C8-3,C1,1926,1020140020,0
C8-3,G5,1974,1020140021,0
C8-3,N2,1900,1020140029,0
C8-3,K5,1970,1020140031,0
C8-3,O2,1971,1020140036,0
C8-3,E1,2015,1020140045,0
C8-3,M1,1946,1020140055,0
R7-2,D7,1910,1020140061,0
R7-2,D7,1910,1020140063,0
R7-2,C7,1915,1020140064,0
R7-2,V1,0,1020150001,0
R7-2,C7,1991,1020150005,0
C8-3,O9,2011,1020150006,0
R8,U7,0,1020160001,0
R7-2,U7,0,1020160010,0
R8,D4,1968,1020160050,0
R7-2,D1,1956,1020160060,0
R7-2,T2,0,1020160065,0
R7-2,T2,0,1020160067,0
PARK,Q2,0,1020160070,0
PARK,Q1,0,1020160071,0
PARK,Q1,0,1020160073,0
PARK,Q1,0,1020160075,0
R7-2,W1,1967,1020160100,0
PARK,Q1,1920,1020160101,0
R7-2,T2,0,1020160110,0
R7-2,C0,1910,1020230006,0
R7-2,B1,1910,1020230007,0
R7-2,C5,1910,1020230008,0
R7-2,C2,1910,1020230009,0
R7-2,C5,1920,1020230011,0
R7-2,C2,1925,1020230012,0
R7-2,C2,1910,1020230013,0
R7-2,C5,1910,1020230015,0
R7-2,C2,1910,1020230016,0
R7-2,C2,1910,1020230017,0
R7-2,A4,1910,1020230018,0
R7-2,C5,1910,1020230019,0
R7-2,C2,1910,1020230020,0
R7-2,A9,1910,1020230021,0
R7-2,C0,1899,1020230022,0
R7-2,B1,1910,1020230023,0
R7-2,A9,1910,1020230024,0
R7-2,C3,1910,1020230025,0
R7-2,C3,1910,1020230026,0
R7-2,C3,1910,1020230027,0
R7-2,D7,1935,1020230028,0
R7-2,V1,0,1020230032,0
R7-2,O2,1930,1020230033,0
R7-2,S3,1910,1020230034,0
R7-2,S3,1920,1020230035,0
R7-2,S5,1910,1020230036,0
R7-2,C3,1910,1020230037,0
R7-2,S1,1910,1020230038,0
R7-2,C0,1910,1020230039,0
R7-2,C1,1910,1020230040,0
R7-2,B9,1910,1020230041,0
R7-2,C0,1910,1020230042,0
R7-2,V1,0,1020230043,0
R7-2,B1,1920,1020230044,0
R7-2,C0,1910,1020230045,0
R7-2,C0,1910,1020230046,0
R7-2,C3,1910,1020230047,0
R7-2,C0,1910,1020230048,0
R7-2,C3,1920,1020230049,0
R7-2,A5,1910,1020230050,0
R7-2,A9,1910,1020230051,0
R7-2,B1,1899,1020230052,0
R7-2,B1,1910,1020230053,0
R7-2,C5,1910,1020230054,0
R7-2,V1,0,1020230055,0
R7-2,C5,1910,1020230056,0
R7-2,B9,1910,1020230057,0
R7-2,C0,1910,1020230058,0
R7-2,B9,1910,1020230059,0
R7-2,C5,1910,1020230060,0
R7-2,C5,1910,1020230107,0
R7-2,C5,1910,1020230110,0
R7-2,C3,1910,1020230118,0
R7-2,B9,1899,1020230121,0
R7-2,S3,1912,1020230124,0
R7-2,C2,1910,1020230126,0
R7-2,C2,1910,1020230140,0
R7-2,V1,0,1020230142,0
R7-2,C2,1910,1020230147,0
R7-2,C0,1910,1020230153,0
R7-2,V1,0,1020230154,0
R7-2,M1,1900,1020230160,0
R7-2,R1,1900,1020237501,1020230010
R7-2,R1,1900,1020237502,1020230112
R7-2,R2,0,1020237503,1020230001
R7-2,R1,1910,1020237504,1020230014
R7-2,R1,1893,1020237505,1020230115
R7-2,S9,1910,1020240001,0
R7-2,A5,1899,1020240002,0
R7-2,B2,1910,1020240003,0
R7-2,C3,1910,1020240004,0
R7-2,B3,1910,1020240005,0
R7-2,A9,1910,1020240006,0
R7-2,B9,1910,1020240007,0
R7-2,A5,1910,1020240008,0
R7-2,C0,1899,1020240009,0
R7-2,V1,0,1020240010,0
R7-2,B3,1910,1020240011,0
R7-2,C5,1910,1020240012,0
R7-2,A4,1910,1020240013,0
R7-2,S2,1910,1020240014,0
R7-2,C0,1910,1020240015,0
R7-2,C5,1910,1020240016,0
R7-2,B9,1899,1020240017,0
R7-2,C3,1910,1020240018,0
R7-2,A5,1899,1020240019,0
R7-2,C2,1910,1020240020,0
R7-2,S2,1910,1020240021,0
R7-2,C0,1899,1020240023,0
R7-2,A4,1910,1020240024,0
R7-2,B9,1910,1020240025,0
R7-2,C3,1910,1020240026,0
R7-2,C0,1910,1020240027,0
R7-2,A9,1910,1020240028,0
R7-2,S4,1910,1020240029,0
R7-2,S9,1901,1020240030,0
R7-2,S5,1910,1020240031,0
R7-2,V1,0,1020240032,0
R7-2,S9,1910,1020240033,0
R7-2,S4,1910,1020240034,0
R7-2,S9,1910,1020240035,0
R7-2,C7,1910,1020240036,0
R7-2,A9,1899,1020240037,0
R7-2,C2,1910,1020240038,0
R7-2,A9,1910,1020240039,0
R7-2,A5,1910,1020240040,0
R7-2,B1,1910,1020240041,0
R7-2,B9,1910,1020240042,0
R7-2,V1,0,1020240043,0
R7-2,A5,1910,1020240044,0
R7-2,B1,1899,1020240045,0
R7-2,B9,1899,1020240046,0
R7-2,A4,1910,1020240047,0
R7-2,C3,1910,1020240048,0
R7-2,A5,1910,1020240049,0
R7-2,A5,1910,1020240050,0
R7-2,B1,1899,1020240051,0
R7-2,C0,1899,1020240052,0
R7-2,B3,1910,1020240053,0
R7-2,C5,1910,1020240054,0
C5-5,M1,1900,1000670030,0
C5-5,Z9,0,1000670031,0
C5-5,O6,1958,1000680007,0
C5-5,O6,1925,1000680011,0
C5-5,HS,1907,1000680016,0
C5-5,HB,1998,1000680028,0
C5-5,G6,0,1000680029,0
C5-5,O4,1973,1000680036,0
C5-5,RM,1927,1000687501,1000680033
C5-5,RM,1967,1000687502,1000680022
C5-5,H2,2015,1000690001,1000690030
C5-5,D8,2007,1000690006,1000690006
C5-5,D8,2003,1000690018,1000691002
C5-5,H3,2012,1000690030,1000690030
C5-5,D7,1931,1000690032,0
C5-5,Z9,1900,1000690050,0
C5-5,O5,1936,1000690051,0
C5-5,O5,1938,1000690053,0
C5-5,K4,1900,1000690054,0
C5-5,RM,1931,1000697502,1000690039
C5-5,K5,1975,1000700020,0
C5-5,D6,1971,1000700032,0
C5-5,O4,1972,1000700043,0
C5-5,RC,1958,1000707501,1000700001
C5-3,D7,1930,1000710001,0
C5-3,RC,1983,1000717501,1000710025
C5-3,D8,2016,1000720002,1000720002
C5-3,H2,2016,1000720007,1000720002
C5-3,H2,2012,1000720012,0
C5-3,L2,1915,1000720013,0
C5-3,K4,1910,1000720014,0
C5-3,G6,0,1000720019,0
C5-3,G6,0,1000720020,0
C5-3,K1,1940,1000720025,0
C5-3,D2,1900,1000720027,0
C5-3,O2,1950,1000720031,0
C5-3,G6,0,1000720115,0
C5-3,RM,1982,1000727501,0
C4-6,T2,1900,1000730002,0
C4-6,T2,1900,1000730008,0
C4-6,K3,2015,1000730010,0
C4-6,Y7,1900,1000730011,0
C4-6,Y7,1900,1000730014,0
C4-6,T2,0,1000730017,0
C4-6,V1,0,1000730028,0
C4-6,Y7,1900,1000730029,0
C5-3,K9,1980,1000740001,0
R7-2,V1,0,1020240055,0
R7-2,B1,1899,1020240056,0
R7-2,C2,1910,1020240058,0
R7-2,C0,1899,1020240059,0
R7-2,C0,1910,1020240060,0
R7-2,C0,1910,1020240061,0
R7-2,B2,1910,1020240062,0
R7-2,C1,1928,1020240063,0
R7-2,C7,1920,1020240064,0
R7-2,B9,1899,1020240105,0
R7-2,C1,1910,1020240107,0
R7-2,V1,0,1020240110,0
R7-2,A5,1910,1020240111,0
R7-2,A5,1930,1020240113,0
R7-2,A5,1932,1020240115,0
R7-2,C5,1910,1020240117,0
R7-2,B1,1910,1020240119,0
R7-2,V1,0,1020240122,0
R7-2,A9,1899,1020240123,0
R7-2,A5,1910,1020240125,0
R7-2,B9,1910,1020240127,0
R7-2,A9,1901,1020240129,0
R7-2,S9,1910,1020240130,0
R7-2,V1,0,1020240132,0
R7-2,S4,1910,1020240134,0
R7-2,A9,1910,1020240137,0
R7-2,S2,1910,1020240139,0
R7-2,C0,1899,1020240141,0
R7-2,C0,1910,1020240144,0
R7-2,A5,1910,1020240147,0
R7-2,B3,1910,1020240149,0
R7-2,B9,1899,1020240151,0
R7-2,B1,1910,1020240153,0
R7-2,V1,0,1020240154,0
R7-2,A5,1899,1020240157,0
R7-2,B3,1899,1020240159,0
R7-2,R6,1910,1020247501,1020240057
R7-2,S9,1920,1020250001,0
R7-2,A5,1920,1020250002,0
R7-2,B9,1920,1020250003,0
R7-2,B1,1920,1020250004,0
R7-2,C3,1920,1020250005,0
R7-2,C2,1926,1020250006,0
R7-2,C3,1926,1020250007,0
R7-2,C1,1920,1020250008,0
R7-2,A9,1926,1020250009,0
R7-2,C5,1920,1020250011,0
R7-2,A9,1920,1020250012,0
C5-3,Z9,0,1000740020,0
C5-3,RC,1993,1000747501,1000740040
C6-4,D8,1973,1000750001,0
C6-4,K4,1920,1000750008,0
C6-4,K2,1920,1000750009,0
C6-4,O4,1987,1000750021,1000750047
C6-4,G6,0,1000750028,0
C6-4,O4,1929,1000750030,1000750030
C6-4,G6,0,1000750035,1000750030
C6-4,C0,1974,1000750043,0
C6-4,O5,1900,1000750046,0
C6-4,K4,1902,1000750048,1000750021
C6-4,RM,1882,1000757501,0
C6-4,RM,1938,1000757502,0
C6-4,RC,1900,1000757503,1000750045
C6-4,O6,1900,1000760001,0
C6-4,D7,2015,1000760006,0
C6-4,O5,1948,1000760007,0
C6-4,O2,1946,1000760008,0
C6-4,Z9,1920,1000760023,0
C6-4,D6,2009,1000760024,1000760024
C6-4,K9,1900,1000760028,0
C6-4,RM,2000,1000767501,1000760009
C6-4,RM,2003,1000767502,1000760011
C6-4,D7,1926,1000770001,0
C6-4,O4,1956,1000770008,0
C6-4,O6,1918,1000770015,1000770015
C6-4,D9,1900,1000770018,1000770018
C6-4,W6,1942,1000770020,0
C6-4,K4,1900,1000770021,1000770015
C6-4,V1,0,1000770022,1000770015
C6-4,S4,1900,1000770023,1000770015
C6-4,D7,1900,1000770024,0
C6-4,D7,1905,1000780001,0
C6-4,O4,1912,1000780004,1000780004
C6-4,H8,1900,1000780011,1000780004
C6-4,H8,1900,1000780020,0
C5-5,S2,1910,1000780040,0
C5-5,K2,1940,1000780041,0
C5-5,O5,1910,1000780042,0
C5-5,D5,1900,1000780043,0
C5-5,O5,1910,1000780044,0
C5-5,K4,1900,1000780045,1000780045
C6-4,D6,2016,1000780047,1000781001
C5-5,RM,1900,1000787502,1000780031
C5-5,RM,1900,1000787503,1000780038
C6-4,RC,1930,1000787504,1000780022
C5-5,RM,1930,1000787505,1000780035
C6-4,RM,1910,1000787506,1000780021
R7-2,C5,1920,1020250013,0
R7-2,A5,1920,1020250014,0
R7-2,A5,1920,1020250015,0
R7-2,A4,1910,1020250016,0
R7-2,C3,1920,1020250017,0
R7-2,B9,1899,1020250018,0
R7-2,C0,1920,1020250019,0
R7-2,C2,1920,1020250020,0
R7-2,C2,1920,1020250021,0
R7-2,C3,1920,1020250023,0
R7-2,C5,1920,1020250024,0
R7-2,A9,1920,1020250025,0
R7-2,A5,1920,1020250026,0
R7-2,A5,1926,1020250027,0
R7-2,C3,1926,1020250028,0
R7-2,D7,1926,1020250029,0
R7-2,D7,1926,1020250034,0
R7-2,C1,1926,1020250041,0
R7-2,C1,1926,1020250043,0
R7-2,C1,1926,1020250044,0
R7-2,C1,1926,1020250046,0
R7-2,C1,1926,1020250047,0
R7-2,C1,1926,1020250049,0
R7-2,C1,1926,1020250050,0
R7-2,C1,1926,1020250052,0
R7-2,C1,1926,1020250053,0
R7-2,C1,1920,1020250055,0
R7-2,C1,1920,1020250056,0
R7-2,C1,1920,1020250058,0
R7-2,C1,1920,1020250060,0
R7-2,D7,1926,1020250061,0
R7-2,C3,1926,1020250107,0
R7-2,A5,1926,1020250111,0
R7-2,M3,1926,1020250113,0
R7-2,A5,1926,1020250116,0
R7-2,C0,1926,1020250119,0
R7-2,C3,1926,1020250123,0
R7-2,C5,1926,1020250126,0
R7-2,R2,1926,1020257501,1020250038
R7-2,D1,1983,1020260001,1020260001
R7-2,C1,1926,1020260005,0
R7-2,C4,1926,1020260006,0
R7-2,C4,1926,1020260007,1020260007
R7-2,D1,1926,1020260009,1020260009
R7-2,C4,1920,1020260014,1020260014
R7-2,V1,0,1020260015,1020260015
R7-2,Z3,1935,1020260017,0
R7-2,C1,1920,1020260020,0
R7-2,C1,1920,1020260022,0
R7-2,C4,1920,1020260023,0
R7-2,V1,0,1020260024,0
R7-2,V1,0,1020260025,0
R7-2,C4,1920,1020260026,0
R7-2,C1,1920,1020260027,0
R7-2,D7,1905,1020260029,0
R7-2,D1,1992,1020260033,1020260033
R7-2,D1,1920,1020260041,0
R7-2,D1,1920,1020260043,0
R7-2,C1,1920,1020260045,0
R7-2,C1,1910,1020260047,0
R7-2,C1,1920,1020260051,0
R7-2,C1,1920,1020260053,0
R7-2,C1,1920,1020260054,0
R7-2,C1,1920,1020260056,0
R7-2,D7,2015,1020260060,1020260001
R7-2,D3,1963,1020270001,0
R7-2,M3,1964,1020270024,0
R7-2,D3,1964,1020270025,0
R7-2,M1,1900,1020270041,0
R7-2,D3,1963,1020280001,0
R7-2,M1,1971,1020280012,0
R7-2,M1,1930,1020280015,0
R7-2,D6,1963,1020280016,0
R7-2,Y1,1940,1020280051,0
R7-2,D6,1965,1020290001,0
R7-2,Q1,1965,1020290009,0
R7-2,W1,1940,1020290011,0
R7-2,V1,0,1020290026,0
R7-2,D4,1950,1020290029,0
R7-2,C7,1920,1020290033,0
R7-2,C7,1920,1020290035,0
R7-2,C7,1920,1020290036,0
R7-2,D5,1920,1020290039,1020290039
R7-2,C7,1921,1020300001,0
R7-2,C7,1921,1020300002,0
R7-2,C7,1921,1020300003,0
R7-2,D7,1921,1020300004,0
R7-2,O5,1920,1020300005,0
R7-2,C7,1920,1020300007,0
R7-2,C1,1921,1020300008,0
R7-2,C7,1921,1020300010,1020300010
R7-2,C6,1940,1020300017,0
R7-2,C6,1940,1020300021,0
R7-2,C1,1940,1020300025,0
R7-2,C1,1921,1020300026,0
R7-2,C7,1921,1020300027,0
R7-2,C7,1921,1020300029,0
R7-2,C7,1921,1020300031,0
R7-2,C7,1921,1020300033,0
R7-2,C7,1921,1020300034,0
R7-2,C7,1921,1020300036,0
R7-2,V1,0,1020300038,0
R7-2,K2,1910,1020300043,0
R7-2,K2,1930,1020300044,0
R7-2,G4,1967,1020300045,0
R7-2,V1,0,1020300049,0
R7-2,M1,1948,1020300050,0
R7-2,M1,1920,1020300054,0
R7-2,K1,1959,1020300057,0
R7-2,C7,1920,1020310003,1020310003
